Gene,Annotation,Presence_pattern,Functional_category,M5_locus,M6_locus,M8_locus,I6_locus,In_novel_region
fliS,flagellar export chaperone FliS,core,cell_envelope_motility,NKFIDM_05937,KMIGAE_05937,ILIHOP_05937,cds-WP_036619307.1,no
group_4022,Fe-S protein,core,other,NKFIDM_05629,KMIGAE_05629,ILIHOP_05629,cds-WP_240751955.1,no
group_4021,ATPase,core,other,NKFIDM_05522,KMIGAE_05522,ILIHOP_05522,cds-WP_036619744.1,no
group_4020,Sodium/calcium exchanger family protein,core,sporulation,NKFIDM_04237,KMIGAE_04237,ILIHOP_04237,3_refound_100_pseudo,no
panD,aspartate 1-decarboxylase,core,other,NKFIDM_03954,KMIGAE_03954,ILIHOP_03954,cds-WP_036622012.1,no
group_4019,TIGR02530 family flagellar biosynthesis protein,core,cell_envelope_motility,NKFIDM_03784,KMIGAE_03784,ILIHOP_03784,cds-WP_036622258.1,no
group_4018,Branched-chain amino acid ABC transporter substrate-binding protein,core,transport,NKFIDM_01848,KMIGAE_01848,ILIHOP_01848,cds-WP_155621573.1,no
group_4017,DivIVA domain protein,core,other,NKFIDM_01528,KMIGAE_01528,ILIHOP_01528,cds-WP_036625317.1,no
group_4016,DoxX family protein,core,other,NKFIDM_01251,KMIGAE_01251,ILIHOP_01251,cds-WP_036625715.1,no
mscL,large conductance mechanosensitive channel protein MscL,core,other,NKFIDM_00436,KMIGAE_00436,ILIHOP_00436,cds-WP_155619762.1,no
group_4015,VOC domain-containing protein,core,other,NKFIDM_00306,KMIGAE_00306,ILIHOP_00306,cds-WP_155619702.1,no
group_4014,Translation initiation inhibitor,core,ribosomal_translation,NKFIDM_00303,KMIGAE_00303,ILIHOP_00303,cds-WP_124333605.1,no
group_4011,Alpha-xylosidase,core,other,NKFIDM_04511,KMIGAE_04511,ILIHOP_04511,cds-WP_036621126.1,no
group_4010,DUF3397 domain-containing protein,core,hypothetical_DUF,NKFIDM_04354,KMIGAE_04354,ILIHOP_04354,cds-WP_412761692.1,no
group_4009,Bacterial regulatory s gntR family protein,core,regulatory,NKFIDM_03672,KMIGAE_03672,ILIHOP_03672,cds-WP_036622466.1,no
group_4007,Lipoprotein,core,other,NKFIDM_02955,KMIGAE_02955,ILIHOP_02955,cds-WP_155620595.1,no
group_4006,MmcQ/YjbR family DNA-binding protein,core,regulatory,NKFIDM_02070,KMIGAE_02070,ILIHOP_02070,cds-WP_124331618.1,no
osmC,OsmC family peroxiredoxin,core,other,NKFIDM_02063,KMIGAE_02063,ILIHOP_02063,cds-WP_155621057.1,no
group_4005,MerR family transcriptional regulator,core,regulatory,NKFIDM_00795,KMIGAE_00795,ILIHOP_00795,cds-WP_036626402.1,no
group_4003,Immunity protein 47,core,other,NKFIDM_06448,KMIGAE_06448,ILIHOP_06448,cds-WP_155619253.1,no
group_4001,phage tail protein,core,phage,NKFIDM_05615,KMIGAE_05615,ILIHOP_05615,cds-WP_240751969.1,no
group_4000,hypothetical protein,core,hypothetical_DUF,NKFIDM_05120,KMIGAE_05120,ILIHOP_05120,cds-WP_227872930.1,no
spoIIIAD,stage III sporulation protein AD,core,sporulation,NKFIDM_04129,KMIGAE_04129,ILIHOP_04129,cds-WP_240751861.1,no
crcB,fluoride efflux transporter CrcB,core,drug_efflux,NKFIDM_03621,KMIGAE_03621,ILIHOP_03621,cds-WP_124331974.1,no
group_3999,HxlR-like helix-turn-helix family protein,core,other,NKFIDM_02876,KMIGAE_02876,ILIHOP_02876,cds-WP_036623604.1,no
group_3998,Malonate semialdehyde decarboxylase,core,other,NKFIDM_01944,KMIGAE_01944,ILIHOP_01944,cds-WP_036624486.1,no
group_3996,YdhG-like domain-containing protein,core,other,NKFIDM_00190,KMIGAE_00190,ILIHOP_00190,cds-WP_036627162.1,no
group_3995,NADPH-dependent FMN reductase,core,metabolism_enzyme,NKFIDM_06569,KMIGAE_06569,ILIHOP_06569,cds-LMZ02_RS04760_pseudo,no
group_3994,hypothetical protein,core,hypothetical_DUF,NKFIDM_06251,KMIGAE_06251,ILIHOP_06251,cds-WP_036619018.1,no
group_3992,DUF6470 domain-containing protein,core,hypothetical_DUF,NKFIDM_05942,KMIGAE_05942,ILIHOP_05942,cds-WP_036619299.1,no
rpsI,30S ribosomal protein S9,core,ribosomal_translation,NKFIDM_05718,KMIGAE_05718,ILIHOP_05718,cds-WP_036619558.1,no
group_3991,TIGR04086 family membrane protein,core,cell_envelope_motility,NKFIDM_04884,KMIGAE_04884,ILIHOP_04884,cds-WP_155621440.1,no
group_3990,PIN domain-containing protein,core,other,NKFIDM_04768,KMIGAE_04768,ILIHOP_04768,cds-WP_155620884.1,no
fxsA,FxsA cytoplasmic membrane family protein,core,other,NKFIDM_02005,KMIGAE_02005,ILIHOP_02005,cds-WP_036624396.1,no
group_3988,NusG domain II-containing protein,core,other,NKFIDM_00841,KMIGAE_00841,ILIHOP_00841,cds-WP_036626363.1,no
group_3986,Ferric uptake regulator family protein,core,other,NKFIDM_06148,KMIGAE_06148,ILIHOP_06148,cds-WP_036619143.1,no
group_3985,DUF1573 domain-containing protein,core,hypothetical_DUF,NKFIDM_05783,KMIGAE_05783,ILIHOP_05783,cds-WP_036619468.1,no
rpsK,30S ribosomal protein S11,core,ribosomal_translation,NKFIDM_05724,KMIGAE_05724,ILIHOP_05724,cds-WP_036619547.1,no
group_3983,DUF2082 domain-containing protein,core,hypothetical_DUF,NKFIDM_03921,KMIGAE_03921,ILIHOP_03921,cds-WP_082207740.1,no
group_3982,DUF6979 domain-containing protein,core,hypothetical_DUF,NKFIDM_02975,KMIGAE_02975,ILIHOP_02975,cds-WP_155620607.1,no
group_3981,DUF2871 domain-containing protein,core,hypothetical_DUF,NKFIDM_02827,KMIGAE_02827,ILIHOP_02827,cds-WP_036623689.1,no
gcvH,glycine cleavage system protein GcvH,core,other,NKFIDM_02723,KMIGAE_02723,ILIHOP_02723,cds-WP_036623786.1,no
group_3980,DUF4320 domain-containing protein,core,hypothetical_DUF,NKFIDM_02565,KMIGAE_02565,ILIHOP_02565,cds-WP_036624178.1,no
group_3979,Bacterial regulatory s gntR family protein,core,regulatory,NKFIDM_00948,KMIGAE_00948,ILIHOP_00948,cds-WP_124333259.1,no
group_3977,hypothetical protein,core,hypothetical_DUF,NKFIDM_06381,KMIGAE_06381,ILIHOP_06381,cds-WP_051985187.1,no
rpsH,30S ribosomal protein S8,core,ribosomal_translation,NKFIDM_05737,KMIGAE_05737,ILIHOP_05737,cds-WP_036619532.1,no
group_3976,adenosylmethionine decarboxylase,core,other,NKFIDM_05046,KMIGAE_05046,ILIHOP_05046,cds-WP_036620469.1,no
group_3974,Lipoprotein,core,other,NKFIDM_04636,KMIGAE_04636,ILIHOP_04636,cds-WP_036620939.1,no
group_3973,Putative membrane protein,core,cell_envelope_motility,NKFIDM_03648,KMIGAE_03648,ILIHOP_03648,cds-WP_036622507.1,no
group_3972,MerR family DNA-binding transcriptional regulator,core,regulatory,NKFIDM_03188,KMIGAE_03188,ILIHOP_03188,cds-WP_036623006.1,no
group_3970,DUF1499 domain-containing protein,core,hypothetical_DUF,NKFIDM_02128,KMIGAE_02128,ILIHOP_02128,cds-WP_036624260.1,no
group_3968,DUF2190 domain-containing protein,core,hypothetical_DUF,NKFIDM_05632,KMIGAE_05632,ILIHOP_05632,cds-WP_240751952.1,no
group_3967,hypothetical protein,core,hypothetical_DUF,NKFIDM_04036,KMIGAE_04036,ILIHOP_04036,cds-WP_036621895.1,no
group_3966,Gram-positive signal peptide protein YSIRK family,core,other,NKFIDM_04032,KMIGAE_04032,ILIHOP_04032,cds-WP_036621897.1,no
group_3964,NUDIX domain-containing protein,core,other,NKFIDM_03427,KMIGAE_03427,ILIHOP_03427,cds-WP_036622760.1,no
group_3963,Rrf2 family protein,core,other,NKFIDM_03019,KMIGAE_03019,ILIHOP_03019,cds-WP_155620619.1,no
group_3962,Glyoxalase/Bleomycin resistance /Dioxygenase superfamily protein,core,other,NKFIDM_01752,KMIGAE_01752,ILIHOP_01752,cds-WP_036624945.1,no
group_3958,Holo-[acyl-carrier-protein] synthase,core,metabolism_enzyme,NKFIDM_00932,KMIGAE_00932,ILIHOP_00932,cds-WP_036626218.1,no
group_3955,DUF2634 domain-containing protein,core,hypothetical_DUF,NKFIDM_06415,KMIGAE_06415,ILIHOP_06415,cds-WP_036618721.1,no
fliT,Flagellar protein FliT,core,cell_envelope_motility,NKFIDM_05936,KMIGAE_05936,ILIHOP_05936,cds-WP_036619309.1,no
group_3954,DUF2577 domain-containing protein,core,hypothetical_DUF,NKFIDM_04644,KMIGAE_04644,ILIHOP_04644,cds-WP_036620929.1,no
group_3952,YtkA-like domain-containing protein,core,other,NKFIDM_03098,KMIGAE_03098,ILIHOP_03098,cds-WP_227872761.1,no
group_3951,Reelin domain-containing protein,core,other,NKFIDM_03056,KMIGAE_03056,ILIHOP_03056,cds-WP_051985456.1,no
group_3950,DUF4085 domain-containing protein,core,hypothetical_DUF,NKFIDM_02866,KMIGAE_02866,ILIHOP_02866,cds-WP_036623623.1,no
group_3949,DUF4279 domain-containing protein,core,hypothetical_DUF,NKFIDM_01847,KMIGAE_01847,ILIHOP_01847,cds-WP_036624831.1,no
group_3948,Putative membrane protein,core,cell_envelope_motility,NKFIDM_00445,KMIGAE_00445,ILIHOP_00445,cds-WP_051985772.1,no
lrgA,LrgA family protein,core,other,NKFIDM_00408,KMIGAE_00408,ILIHOP_00408,cds-WP_124333417.1,no
group_3947,Type II toxin-antitoxin system death-on-curing family toxin,core,toxin_antitoxin,NKFIDM_00302,KMIGAE_00302,ILIHOP_00302,cds-WP_124333606.1,no
group_3946,DUF4280 domain-containing protein,core,hypothetical_DUF,NKFIDM_00220,KMIGAE_00220,ILIHOP_00220,cds-WP_128635263.1,no
group_3945,Alkaline shock protein 23,core,other,NKFIDM_04122,KMIGAE_04122,ILIHOP_04122,cds-WP_036621756.1,no
flgB,flagellar basal body rod protein FlgB,core,cell_envelope_motility,NKFIDM_03795,KMIGAE_03795,ILIHOP_03795,cds-WP_124332718.1,no
group_3944,DUF4280 domain-containing protein,core,hypothetical_DUF,NKFIDM_03522,KMIGAE_03522,ILIHOP_03522,cds-WP_036622608.1,no
group_3942,BlaI/MecI/CopY family transcriptional regulator,core,regulatory,NKFIDM_02992,KMIGAE_02992,ILIHOP_02992,cds-WP_036623272.1,no
group_3941,DUF4386 domain-containing protein,core,hypothetical_DUF,NKFIDM_02944,KMIGAE_02944,ILIHOP_02944,cds-WP_155620991.1,no
group_3940,Lipoprotein,core,other,NKFIDM_02706,KMIGAE_02706,ILIHOP_02706,cds-WP_051985507.1,no
group_3938,DUF2992 domain-containing protein,core,hypothetical_DUF,NKFIDM_06366,KMIGAE_06366,ILIHOP_06366,cds-WP_155619275.1,no
group_3937,MarR family protein,core,regulatory,NKFIDM_02804,KMIGAE_02804,ILIHOP_02804,cds-WP_036628303.1,no
nifX,Nitrogen fixation protein NifX,core,other,NKFIDM_02757,KMIGAE_02757,ILIHOP_02757,cds-WP_124332915.1,no
hemX,HemX protein,core,other,NKFIDM_01840,KMIGAE_01840,ILIHOP_01840,cds-WP_240752512.1,no
group_3936,Putative binding-protein-dependent transport systems inner membrane component,core,other,NKFIDM_00317,KMIGAE_00317,ILIHOP_00317,3_refound_11_pseudo,no
group_3933,F0F1 ATP synthase subunit epsilon,core,metabolism_enzyme,NKFIDM_05984,KMIGAE_05984,ILIHOP_05984,cds-WP_036619238.1,no
group_3932,Putative membrane protein,core,cell_envelope_motility,NKFIDM_04797,KMIGAE_04797,ILIHOP_04797,cds-WP_036620758.1,no
group_3931,DUF4183 domain-containing protein,core,hypothetical_DUF,NKFIDM_03620,KMIGAE_03620,ILIHOP_03620,cds-WP_036622552.1,no
group_3930,GMC oxidoreductase family protein,core,metabolism_enzyme,NKFIDM_03037,KMIGAE_03037,ILIHOP_03037,cds-WP_036623205.1,no
group_3929,Cupin,core,other,NKFIDM_01921,KMIGAE_01921,ILIHOP_01921,cds-WP_036624525.1,no
group_3928,Transcriptional regulator family protein,core,regulatory,NKFIDM_01401,KMIGAE_01401,ILIHOP_01401,cds-WP_124331832.1,no
group_3927,hypothetical protein,core,hypothetical_DUF,NKFIDM_00892,KMIGAE_00892,ILIHOP_00892,cds-WP_155621318.1,no
group_3926,SHOCT domain-containing protein,core,other,NKFIDM_00566,KMIGAE_00566,ILIHOP_00566,cds-WP_036626629.1,no
group_3925,IDEAL domain-containing protein,core,other,NKFIDM_00231,KMIGAE_00231,ILIHOP_00231,cds-WP_124333549.1,no
group_3924,O-methyltransferase,core,metabolism_enzyme,NKFIDM_05434,KMIGAE_05434,ILIHOP_05435,cds-WP_036619829.1,no
ruvX,Holliday junction resolvase RuvX,core,other,NKFIDM_04848,KMIGAE_04848,ILIHOP_04848,cds-WP_036627733.1,no
fosB,metallothiol transferase FosB,core,metabolism_enzyme,NKFIDM_03618,KMIGAE_03618,ILIHOP_03618,cds-WP_036622554.1,no
group_3923,Glyoxalase/Bleomycin resistance /Dioxygenase superfamily protein,core,other,NKFIDM_03067,KMIGAE_03067,ILIHOP_03067,cds-WP_155620641.1,no
group_3922,DUF350 domain-containing protein,core,hypothetical_DUF,NKFIDM_01792,KMIGAE_01792,ILIHOP_01792,cds-WP_240752494.1,no
group_3921,DUF2178 domain-containing protein,core,hypothetical_DUF,NKFIDM_01287,KMIGAE_01287,ILIHOP_01287,cds-WP_036625664.1,no
group_3919,Glyoxalase-like domain protein,core,other,NKFIDM_00620,KMIGAE_00620,ILIHOP_00620,cds-WP_036626577.1,no
group_3918,Phage XkdN-like family protein,core,phage,NKFIDM_06420,KMIGAE_06420,ILIHOP_06420,cds-WP_036618711.1,no
group_3917,Glycosyltransferase,core,metabolism_enzyme,NKFIDM_05950,KMIGAE_05950,ILIHOP_05950,cds-WP_036619291.1,no
group_3916,hypothetical protein,core,hypothetical_DUF,NKFIDM_05655,KMIGAE_05655,ILIHOP_05655,cds-WP_240751931.1,no
cymR,cysteine metabolism transcriptional regulator CymR,core,regulatory,NKFIDM_04859,KMIGAE_04859,ILIHOP_04859,cds-WP_036620661.1,no
group_3914,cytidine deaminase,core,other,NKFIDM_04388,KMIGAE_04388,ILIHOP_04388,cds-WP_036621317.1,no
group_3913,CBS domain protein,core,other,NKFIDM_04231,KMIGAE_04231,ILIHOP_04231,cds-WP_036621576.1,no
group_3912,DUF2500 domain-containing protein,core,hypothetical_DUF,NKFIDM_03175,KMIGAE_03175,ILIHOP_03175,cds-WP_155620123.1,no
group_3910,Acyl-CoA thioester hydrolase YbgC/YbaW family protein,core,metabolism_enzyme,NKFIDM_02004,KMIGAE_02004,ILIHOP_02004,cds-WP_036624397.1,no
group_3909,DUF6157 domain-containing protein,core,hypothetical_DUF,NKFIDM_01554,KMIGAE_01554,ILIHOP_01554,cds-WP_124331792.1,no
group_3908,Polymer-forming cytoskeletal family protein,core,other,NKFIDM_01540,KMIGAE_01540,ILIHOP_01540,cds-WP_036625294.1,no
group_3907,PTS fructose transporter subunit IIA,core,transport,NKFIDM_01424,KMIGAE_01424,ILIHOP_01424,cds-WP_036625494.1,no
group_3904,hypothetical protein,core,hypothetical_DUF,NKFIDM_00502,KMIGAE_00502,ILIHOP_00502,cds-WP_124332841.1,no
fabZ,3-hydroxyacyl-ACP dehydratase FabZ,core,other,NKFIDM_05971,KMIGAE_05971,ILIHOP_05971,cds-WP_036619262.1,no
group_3903,Flagellar protein,core,cell_envelope_motility,NKFIDM_05947,KMIGAE_05947,ILIHOP_05947,cds-WP_036627427.1,no
rpsL,30S ribosomal protein S12,core,ribosomal_translation,NKFIDM_05761,KMIGAE_05761,ILIHOP_05761,cds-WP_036619497.1,no
group_3902,helix-turn-helix domain-containing protein,core,other,NKFIDM_05661,KMIGAE_05661,ILIHOP_05661,cds-WP_240751925.1,no
group_3901,Immunity protein Imm1,core,other,NKFIDM_05196,KMIGAE_05196,ILIHOP_05196,cds-WP_036620201.1,no
group_3900,DUF4190 domain-containing protein,core,hypothetical_DUF,NKFIDM_04372,KMIGAE_04372,ILIHOP_04372,cds-WP_036621342.1,no
group_3899,Stage V sporulation AB family protein,core,sporulation,NKFIDM_04068,KMIGAE_04068,ILIHOP_04068,cds-WP_155619857.1,no
mgsA,methylglyoxal synthase,core,metabolism_enzyme,NKFIDM_03961,KMIGAE_03961,ILIHOP_03961,cds-WP_036621989.1,no
group_3898,NUDIX domain protein,core,other,NKFIDM_03920,KMIGAE_03920,ILIHOP_03920,cds-WP_036622065.1,no
group_3897,hypothetical protein,core,hypothetical_DUF,NKFIDM_03764,KMIGAE_03764,ILIHOP_03764,cds-WP_155619484.1,no
group_3896,Exosporium protein C,core,other,NKFIDM_03435,KMIGAE_03435,ILIHOP_03435,cds-WP_051985421.1,no
cwlJ,Cell wall hydrolase CwlJ,core,metabolism_enzyme,NKFIDM_03177,KMIGAE_03177,ILIHOP_03177,cds-WP_155620121.1,no
sufU,Fe-S cluster assembly sulfur transfer protein SufU,core,other,NKFIDM_01871,KMIGAE_01871,ILIHOP_01871,cds-WP_036624774.1,no
group_3894,Na(+)/H(+) antiporter subunit B,core,transport,NKFIDM_00387,KMIGAE_00387,ILIHOP_00387,cds-WP_155619737.1,no
rplK,50S ribosomal protein L11,core,ribosomal_translation,NKFIDM_05769,KMIGAE_05769,ILIHOP_05769,cds-WP_016310704.1,no
group_3893,Peptide methionine sulfoxide reductase,core,metabolism_enzyme,NKFIDM_05619,KMIGAE_05619,ILIHOP_05619,cds-WP_240751965.1,no
mntR,transcriptional regulator MntR,core,regulatory,NKFIDM_04144,KMIGAE_04144,ILIHOP_04144,cds-WP_036621708.1,no
group_3891,3-demethylubiquinone-9 3-methyltransferase family protein,core,metabolism_enzyme,NKFIDM_03627,KMIGAE_03627,ILIHOP_03627,cds-WP_036622539.1,no
group_3889,MarR family protein,core,regulatory,NKFIDM_03433,KMIGAE_03433,ILIHOP_03433,cds-WP_240751804.1,no
group_3888,EamA-like transporter family protein,core,transport,NKFIDM_03430,KMIGAE_03430,ILIHOP_03430,cds-WP_036622754.1,no
group_3887,hypothetical protein,core,hypothetical_DUF,NKFIDM_02878,KMIGAE_02878,ILIHOP_02878,cds-WP_051985491.1,no
group_3886,Transcriptional regulator,core,regulatory,NKFIDM_02328,KMIGAE_02328,ILIHOP_02328,cds-WP_082207843.1,no
group_3885,MerR family transcriptional regulator,core,regulatory,NKFIDM_02133,KMIGAE_02133,ILIHOP_02133,cds-WP_051985585.1,no
group_3884,DUF2269 domain-containing protein,core,hypothetical_DUF,NKFIDM_02014,KMIGAE_02014,ILIHOP_02014,cds-WP_036624383.1,no
arsC,arsenate reductase (thioredoxin),core,metabolism_enzyme,NKFIDM_00773,KMIGAE_00773,ILIHOP_00773,cds-WP_036626413.1,no
group_3883,DUF1934 domain-containing protein,core,hypothetical_DUF,NKFIDM_00137,KMIGAE_00137,ILIHOP_00137,cds-WP_036618016.1,no
group_3882,CBS domain-containing protein,core,other,NKFIDM_06660,KMIGAE_06660,ILIHOP_06660,cds-WP_036618263.1,no
fliW,Flagellar assembly factor FliW,core,cell_envelope_motility,NKFIDM_05941,KMIGAE_05941,ILIHOP_05941,cds-WP_036619301.1,no
perR,peroxide-responsive transcriptional repressor PerR,core,other,NKFIDM_05516,KMIGAE_05516,ILIHOP_05516,cds-WP_036619751.1,no
group_3880,N-acetylmuramoyl-L-alanine amidase family protein,core,other,NKFIDM_04635,KMIGAE_04635,ILIHOP_04635,cds-WP_036620941.1,no
group_3879,CoA-binding domain-containing protein,core,other,NKFIDM_04257,KMIGAE_04257,ILIHOP_04257,cds-WP_036621521.1,no
group_3878,DUF86 domain-containing protein,core,hypothetical_DUF,NKFIDM_02048,KMIGAE_02048,ILIHOP_02048,cds-WP_213509897.1,no
yjbQ,YjbQ family protein,core,other,NKFIDM_01918,KMIGAE_01918,ILIHOP_01918,cds-WP_036624528.1,no
group_3877,DUF393 domain-containing protein,core,hypothetical_DUF,NKFIDM_01266,KMIGAE_01266,ILIHOP_01266,cds-WP_036625691.1,no
group_3876,Lipoprotein,core,other,NKFIDM_00032,KMIGAE_00032,ILIHOP_00032,cds-WP_051985145.1,no
group_3874,SgcJ/EcaC family oxidoreductase,core,metabolism_enzyme,NKFIDM_06210,KMIGAE_06210,ILIHOP_06210,cds-WP_036619073.1,no
group_3872,Phosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 2 family protein,core,metabolism_enzyme,NKFIDM_05353,KMIGAE_05353,ILIHOP_05353,cds-WP_036619947.1,no
group_3870,Mannitol-specific phosphotransferase enzyme IIA component,core,metabolism_enzyme,NKFIDM_04853,KMIGAE_04853,ILIHOP_04853,cds-WP_240752015.1,no
group_3869,AsnC family protein,core,other,NKFIDM_04779,KMIGAE_04779,ILIHOP_04779,cds-WP_036620800.1,no
group_3868,AP4A hydrolase,core,metabolism_enzyme,NKFIDM_04409,KMIGAE_04409,ILIHOP_04409,cds-WP_036621276.1,no
group_3867,Acetyltransferase family protein,core,metabolism_enzyme,NKFIDM_03864,KMIGAE_03864,ILIHOP_03864,cds-WP_036622143.1,no
rpiB,ribose 5-phosphate isomerase B,core,metabolism_enzyme,NKFIDM_02732,KMIGAE_02732,ILIHOP_02732,3_refound_63_pseudo,no
group_3865,AsnC family protein,core,other,NKFIDM_02368,KMIGAE_02368,ILIHOP_02368,cds-WP_036623996.1,no
group_3864,RNA polymerase sigma factor sigma-70 family protein,core,regulatory,NKFIDM_00805,KMIGAE_00805,ILIHOP_00805,cds-WP_051985723.1,no
group_3863,NfeD family protein,core,other,NKFIDM_00655,KMIGAE_00655,ILIHOP_00655,cds-WP_036626537.1,no
rplP,50S ribosomal protein L16,core,ribosomal_translation,NKFIDM_05743,KMIGAE_05743,ILIHOP_05743,cds-WP_036619518.1,no
group_3861,Polyketide cyclase,core,other,NKFIDM_05682,KMIGAE_05682,ILIHOP_05682,cds-WP_036619609.1,no
group_3860,Membrane-associated protease 1,core,metabolism_enzyme,NKFIDM_05423,KMIGAE_05423,ILIHOP_05424,cds-WP_036619850.1,no
group_3859,GAF domain protein,core,other,NKFIDM_04560,KMIGAE_04560,ILIHOP_04560,cds-WP_124332506.1,no
ftsL,Cell division protein FtsL,core,other,NKFIDM_04340,KMIGAE_04340,ILIHOP_04340,cds-WP_230877050.1,no
group_3858,Transcriptional regulator,core,regulatory,NKFIDM_03190,KMIGAE_03190,ILIHOP_03190,cds-WP_036623003.1,no
group_3857,CheW-like domain protein,core,other,NKFIDM_02996,KMIGAE_02996,ILIHOP_02996,cds-WP_036623263.1,no
group_3856,DUF5626 domain-containing protein,core,hypothetical_DUF,NKFIDM_02953,KMIGAE_02953,ILIHOP_02953,cds-WP_155620593.1,no
group_3855,Universal stress family protein,core,other,NKFIDM_01062,KMIGAE_01062,ILIHOP_01062,cds-WP_036625873.1,no
group_3854,BrxA/BrxB family bacilliredoxin,core,other,NKFIDM_00922,KMIGAE_00922,ILIHOP_00922,cds-WP_036626242.1,no
mraZ,division/cell wall cluster transcriptional repressor MraZ,core,cell_envelope_motility,NKFIDM_04342,KMIGAE_04342,ILIHOP_04342,cds-WP_036621384.1,no
rplM,50S ribosomal protein L13,core,ribosomal_translation,NKFIDM_05719,KMIGAE_05719,ILIHOP_05719,cds-WP_036619556.1,no
group_3853,Regulatory protein GemA,core,other,NKFIDM_05651,KMIGAE_05651,ILIHOP_05651,cds-WP_240751934.1,no
group_3852,Arm DNA-binding domain-containing protein,core,regulatory,NKFIDM_05647,KMIGAE_05647,ILIHOP_05647,cds-WP_240751938.1,no
group_3851,DUF2634 domain-containing protein,core,hypothetical_DUF,NKFIDM_05618,KMIGAE_05618,ILIHOP_05618,cds-WP_240751966.1,no
group_3850,ACT domain-containing protein,core,other,NKFIDM_05012,KMIGAE_05012,ILIHOP_05012,cds-WP_036620522.1,no
group_3849,Import inner membrane translocase subunit Tim44,core,other,NKFIDM_04416,KMIGAE_04416,ILIHOP_04416,cds-WP_036621264.1,no
group_3848,Periplasmic protein,core,other,NKFIDM_04226,KMIGAE_04226,ILIHOP_04226,cds-WP_124332971.1,no
group_3847,Peptidyl-prolyl cis-trans isomerase,core,metabolism_enzyme,NKFIDM_04065,KMIGAE_04065,ILIHOP_04065,cds-WP_124332645.1,no
group_3846,DUF2487 domain-containing protein,core,hypothetical_DUF,NKFIDM_03971,KMIGAE_03971,ILIHOP_03971,cds-WP_124332670.1,no
group_3843,Type IV leader peptidase family protein,core,metabolism_enzyme,NKFIDM_02573,KMIGAE_02573,ILIHOP_02573,cds-WP_036624172.1,no
group_3842,Spore coat protein,core,sporulation,NKFIDM_00497,KMIGAE_00497,ILIHOP_00497,cds-WP_230877031.1,no
